Angle	Lenght	name	cut_num	cond	Embryo
15.751	445.738	Ntf3_CdM_Embryo_2	7	CdM	2
15.794	466.615	Ntf3_CdM_Embryo_2	7	CdM	2
18.627	472.763	Ntf3_CdM_Embryo_2	7	CdM	2
21.020	476.724	Ntf3_CdM_Embryo_2	7	CdM	2
17.620	488.938	Ntf3_CdM_Embryo_2	7	CdM	2
21.547	501.011	Ntf3_CdM_Embryo_2	7	CdM	2
19.668	543.721	Ntf3_CdM_Embryo_2	7	CdM	2
15.186	507.729	Ntf3_CdM_Embryo_2	7	CdM	2
12.458	440.369	Ntf3_CdM_Embryo_2	7	CdM	2
12.879	408.271	Ntf3_CdM_Embryo_2	7	CdM	2
9.249	441.743	Ntf3_CdM_Embryo_2	7	CdM	2
2.710	486.544	Ntf3_CdM_Embryo_2	7	CdM	2
5.029	501.932	Ntf3_CdM_Embryo_2	7	CdM	2
89.740	881.009	Ntf3_Control_Embryo_2	8	ctrl	2
2.017	568.352	Ntf3_Control_Embryo_2	8	ctrl	2
62.650	97.949	Ntf3_Control_Embryo_2	8	ctrl	2
72.824	115.135	Ntf3_Control_Embryo_2	8	ctrl	2
60.843	108.784	Ntf3_Control_Embryo_2	8	ctrl	2
62.480	134.183	Ntf3_Control_Embryo_2	8	ctrl	2
72.244	186.904	Ntf3_Control_Embryo_2	8	ctrl	2
65.084	170.906	Ntf3_Control_Embryo_2	8	ctrl	2
59.139	191.050	Ntf3_Control_Embryo_2	8	ctrl	2
55.389	172.534	Ntf3_Control_Embryo_2	8	ctrl	2
59.036	139.943	Ntf3_Control_Embryo_2	8	ctrl	2
52.874	134.201	Ntf3_Control_Embryo_2	8	ctrl	2
43.152	131.590	Ntf3_Control_Embryo_2	8	ctrl	2
46.591	152.794	Ntf3_Control_Embryo_2	8	ctrl	2
42.571	116.778	Ntf3_Control_Embryo_2	8	ctrl	2
30.888	130.511	Ntf3_Control_Embryo_2	8	ctrl	2
14.962	120.071	Ntf3_Control_Embryo_2	8	ctrl	2
5.782	158.808	Ntf3_Control_Embryo_2	8	ctrl	2
34.168	199.422	Ntf3_Control_Embryo_2	8	ctrl	2
49.399	202.830	Ntf3_Control_Embryo_2	8	ctrl	2
46.848	241.249	Ntf3_Control_Embryo_2	8	ctrl	2
42.696	246.272	Ntf3_Control_Embryo_2	8	ctrl	2
28.318	219.237	Ntf3_Control_Embryo_2	8	ctrl	2
31.218	231.525	Ntf3_Control_Embryo_2	8	ctrl	2
25.755	253.148	Ntf3_Control_Embryo_2	8	ctrl	2
27.039	270.573	Ntf3_Control_Embryo_2	8	ctrl	2
31.208	281.775	Ntf3_Control_Embryo_2	8	ctrl	2
9.683	255.642	Ntf3_Control_Embryo_2	8	ctrl	2
2.274	277.218	Ntf3_Control_Embryo_2	8	ctrl	2
17.658	303.290	Ntf3_Control_Embryo_2	8	ctrl	2
26.327	322.444	Ntf3_Control_Embryo_2	8	ctrl	2
34.267	330.341	Ntf3_Control_Embryo_2	8	ctrl	2
34.226	355.578	Ntf3_Control_Embryo_2	8	ctrl	2
28.479	348.126	Ntf3_Control_Embryo_2	8	ctrl	2
28.963	363.456	Ntf3_Control_Embryo_2	8	ctrl	2
30.890	397.363	Ntf3_Control_Embryo_2	8	ctrl	2
26.365	385.053	Ntf3_Control_Embryo_2	8	ctrl	2
23.318	378.951	Ntf3_Control_Embryo_2	8	ctrl	2
25.659	339.478	Ntf3_Control_Embryo_2	8	ctrl	2
21.801	333.880	Ntf3_Control_Embryo_2	8	ctrl	2
20.669	356.976	Ntf3_Control_Embryo_2	8	ctrl	2
15.642	363.461	Ntf3_Control_Embryo_2	8	ctrl	2
11.793	371.849	Ntf3_Control_Embryo_2	8	ctrl	2
10.674	388.726	Ntf3_Control_Embryo_2	8	ctrl	2
17.650	392.475	Ntf3_Control_Embryo_2	8	ctrl	2
15.642	415.384	Ntf3_Control_Embryo_2	8	ctrl	2
13.162	333.768	Ntf3_Control_Embryo_2	8	ctrl	2
90.227	1262.010	Ntf3_CdM_Embryo_2	8	CdM	2
1.589	613.236	Ntf3_CdM_Embryo_2	8	CdM	2
6.971	230.705	Ntf3_CdM_Embryo_2	8	CdM	2
8.552	268.991	Ntf3_CdM_Embryo_2	8	CdM	2
2.964	309.414	Ntf3_CdM_Embryo_2	8	CdM	2
-2.651	324.347	Ntf3_CdM_Embryo_2	8	CdM	2
3.988	417.010	Ntf3_CdM_Embryo_2	8	CdM	2
7.839	417.905	Ntf3_CdM_Embryo_2	8	CdM	2
11.653	425.776	Ntf3_CdM_Embryo_2	8	CdM	2
15.626	419.506	Ntf3_CdM_Embryo_2	8	CdM	2
15.828	403.291	Ntf3_CdM_Embryo_2	8	CdM	2
12.174	455.237	Ntf3_CdM_Embryo_2	8	CdM	2
8.858	467.577	Ntf3_CdM_Embryo_2	8	CdM	2
2.774	454.533	Ntf3_CdM_Embryo_2	8	CdM	2
12.493	522.369	Ntf3_CdM_Embryo_2	8	CdM	2
15.732	516.342	Ntf3_CdM_Embryo_2	8	CdM	2
15.978	486.806	Ntf3_CdM_Embryo_2	8	CdM	2
19.049	471.839	Ntf3_CdM_Embryo_2	8	CdM	2
20.398	424.627	Ntf3_CdM_Embryo_2	8	CdM	2
20.410	550.563	Ntf3_CdM_Embryo_2	8	CdM	2
23.499	476.518	Ntf3_CdM_Embryo_2	8	CdM	2
27.383	532.686	Ntf3_CdM_Embryo_2	8	CdM	2
30.213	576.285	Ntf3_CdM_Embryo_2	8	CdM	2
32.254	586.502	Ntf3_CdM_Embryo_2	8	CdM	2
34.784	610.004	Ntf3_CdM_Embryo_2	8	CdM	2
36.571	612.608	Ntf3_CdM_Embryo_2	8	CdM	2
30.256	611.268	Ntf3_CdM_Embryo_2	8	CdM	2
34.087	560.261	Ntf3_CdM_Embryo_2	8	CdM	2
